# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb  4 07:25:21 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_name:        Planet Name
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_bmasse:      Planet Mass or M*sin(i) [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
# COLUMN pl_publ_date:   Publication Date
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,st_dist,st_optmag,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_eqt,pl_insol,pl_bmasse,pl_rade,pl_disc,pl_pelink,pl_edelink,pl_publ_date,st_sp,st_spstr,st_lum
2038,Kepler-270,Transit,2,11.47609400,0.107000,,,,13.908,6067.00,,1.46,2014-05-14,Kepler-270 b,,,,2.010,2014,http://exoplanet.eu/catalog/kepler-270_b/,http://exoplanets.org/detail/Kepler-270_b,2014-03,,,
2039,Kepler-270,Transit,2,25.26288700,0.180000,,,,13.908,6067.00,,1.46,2014-05-14,Kepler-270 c,,,,1.770,2014,http://exoplanet.eu/catalog/kepler-270_c/,http://exoplanets.org/detail/Kepler-270_c,2014-03,,,
2040,Kepler-271,Transit,3,5.21773800,0.056000,,,,13.404,5524.00,,0.88,2014-05-14,Kepler-271 b,,,,0.890,2014,http://exoplanet.eu/catalog/kepler-271_b/,http://exoplanets.org/detail/Kepler-271_b,2014-03,,,
2041,Kepler-271,Transit,3,7.41093500,0.071000,,,,13.404,5524.00,,0.88,2014-05-14,Kepler-271 c,,,,1.000,2014,http://exoplanet.eu/catalog/kepler-271_c/,http://exoplanets.org/detail/Kepler-271_c,2014-03,,,
2042,Kepler-271,Transit,3,5.24972541,,,,,13.404,5524.00,,0.88,2016-05-10,Kepler-271 d,,,,0.660,2016,http://exoplanet.eu/catalog/kepler-271_d/,,,,,
2043,Kepler-272,Transit,3,2.97135300,0.038000,,,,14.678,5297.00,0.79,0.93,2014-05-14,Kepler-272 b,,,,1.430,2014,http://exoplanet.eu/catalog/kepler-272_b/,http://exoplanets.org/detail/Kepler-272_b,2014-03,,,
2044,Kepler-272,Transit,3,6.05734200,0.061000,,,,14.678,5297.00,0.79,0.93,2014-05-14,Kepler-272 c,,,,1.790,2014,http://exoplanet.eu/catalog/kepler-272_c/,http://exoplanets.org/detail/Kepler-272_c,2014-03,,,
2045,Kepler-272,Transit,3,10.93730400,0.091000,,,,14.678,5297.00,0.79,0.93,2014-05-14,Kepler-272 d,,,,2.250,2014,http://exoplanet.eu/catalog/kepler-272_d/,http://exoplanets.org/detail/Kepler-272_d,2014-03,,,
2046,Kepler-273,Transit,2,2.93653200,0.037000,,,,14.968,5626.00,,0.81,2014-05-14,Kepler-273 b,,,,1.500,2014,http://exoplanet.eu/catalog/kepler-273_b/,http://exoplanets.org/detail/Kepler-273_b,2014-03,,,
2047,Kepler-273,Transit,2,8.01492700,0.073000,,,,14.968,5626.00,,0.81,2014-05-14,Kepler-273 c,,,,1.980,2014,http://exoplanet.eu/catalog/kepler-273_c/,http://exoplanets.org/detail/Kepler-273_c,2014-03,,,
2048,Kepler-274,Transit,2,11.63478800,0.101000,,,,15.035,6023.00,,1.01,2014-05-14,Kepler-274 b,,,,1.540,2014,http://exoplanet.eu/catalog/kepler-274_b/,http://exoplanets.org/detail/Kepler-274_b,2014-03,,,
2049,Kepler-274,Transit,2,33.19786100,0.204000,,,,15.035,6023.00,,1.01,2014-05-14,Kepler-274 c,,,,1.840,2014,http://exoplanet.eu/catalog/kepler-274_c/,http://exoplanets.org/detail/Kepler-274_c,2014-03,,,
2050,Kepler-275,Transit,3,10.30068200,0.098000,,,,15.319,6165.00,1.24,1.38,2014-05-14,Kepler-275 b,,,,2.340,2014,http://exoplanet.eu/catalog/kepler-275_b/,http://exoplanets.org/detail/Kepler-275_b,2014-03,,,
2051,Kepler-275,Transit,3,16.08813400,0.132000,,,,15.319,6165.00,1.24,1.38,2014-05-14,Kepler-275 c,,,,3.380,2014,http://exoplanet.eu/catalog/kepler-275_c/,http://exoplanets.org/detail/Kepler-275_c,2014-03,,,
2052,Kepler-275,Transit,3,35.67606200,0.224000,,,,15.319,6165.00,1.24,1.38,2014-05-14,Kepler-275 d,,,,3.330,2014,http://exoplanet.eu/catalog/kepler-275_d/,http://exoplanets.org/detail/Kepler-275_d,2014-03,,,
2053,Kepler-276,Transit,3,14.12841000,0.119000,,,,15.368,6105.00,1.10,1.05,2014-05-14,Kepler-276 b,,,,2.870,2014,http://exoplanet.eu/catalog/kepler-276_b/,http://exoplanets.org/detail/Kepler-276_b,2014-03,,,
2054,Kepler-276,Transit,3,31.88400000,,,,,15.368,6105.00,1.10,1.05,2014-05-14,Kepler-276 c,,,16.60000,2.900,2013,http://exoplanet.eu/catalog/kepler-276_c/,,2014-02,,,
2055,Kepler-276,Transit,3,48.64800000,,,,,15.368,6105.00,1.10,1.05,2014-05-14,Kepler-276 d,,,16.30000,2.800,2013,http://exoplanet.eu/catalog/kepler-276_d/,,2014-02,,,
2056,Kepler-277,Transit,2,17.32400000,,,,,13.420,5946.00,1.12,1.69,2014-05-14,Kepler-277 b,,,87.30000,2.920,2013,http://exoplanet.eu/catalog/kepler-277_b/,,2014-02,,,
2057,Kepler-277,Transit,2,33.00600000,,,,,13.420,5946.00,1.12,1.69,2014-05-14,Kepler-277 c,,,64.20000,3.360,2013,http://exoplanet.eu/catalog/kepler-277_c/,,2014-02,,,
2058,Kepler-278,Transit,2,30.16054600,0.207000,,,,11.584,4991.00,,2.94,2014-05-14,Kepler-278 b,,,,4.070,2014,http://exoplanet.eu/catalog/kepler-278_b/,http://exoplanets.org/detail/Kepler-278_b,2014-03,,,
2059,Kepler-278,Transit,2,51.07877500,0.294000,,,,11.584,4991.00,,2.94,2014-05-14,Kepler-278 c,,,,3.590,2014,http://exoplanet.eu/catalog/kepler-278_c/,http://exoplanets.org/detail/Kepler-278_c,2014-03,,,
2060,Kepler-279,Transit,3,12.30968100,0.112000,,,,13.659,6363.00,1.10,1.75,2014-05-14,Kepler-279 b,,,,3.620,2014,http://exoplanet.eu/catalog/kepler-279_b/,http://exoplanets.org/detail/Kepler-279_b,2014-03,,,
2061,Kepler-279,Transit,3,35.73600000,,,,,13.659,6363.00,1.10,1.75,2014-05-14,Kepler-279 c,,,49.40000,4.300,2013,http://exoplanet.eu/catalog/kepler-279_c/,,2014-02,,,
2062,Kepler-279,Transit,3,54.41400000,,,,,13.659,6363.00,1.10,1.75,2014-05-14,Kepler-279 d,,,37.50000,3.100,2013,http://exoplanet.eu/catalog/kepler-279_d/,,2014-02,,,
2063,Kepler-28,Transit,2,5.91230000,0.062000,,,,15.036,4590.00,0.75,0.70,2014-05-14,Kepler-28 b,,,479.90000,3.600,2011,http://exoplanet.eu/catalog/kepler-28_b/,http://exoplanets.org/detail/Kepler-28_b,2012-04,,,
2064,Kepler-28,Transit,2,8.98580000,0.081000,,,,15.036,4590.00,0.75,0.70,2014-05-14,Kepler-28 c,,,432.23000,3.400,2011,http://exoplanet.eu/catalog/kepler-28_c/,http://exoplanets.org/detail/Kepler-28_c,2012-04,,,
2065,Kepler-280,Transit,2,2.13954200,0.032000,,,,14.466,5744.00,0.91,0.89,2014-05-14,Kepler-280 b,,,,1.450,2014,http://exoplanet.eu/catalog/kepler-280_b/,http://exoplanets.org/detail/Kepler-280_b,2014-03,,,
2066,Kepler-280,Transit,2,4.80709100,0.056000,,,,14.466,5744.00,0.91,0.89,2014-05-14,Kepler-280 c,,,,2.010,2014,http://exoplanet.eu/catalog/kepler-280_c/,http://exoplanets.org/detail/Kepler-280_c,2014-03,,,
2067,Kepler-281,Transit,2,14.64600800,0.117000,,,,15.773,5723.00,0.98,0.90,2014-05-14,Kepler-281 b,,,,2.820,2014,http://exoplanet.eu/catalog/kepler-281_b/,http://exoplanets.org/detail/Kepler-281_b,2014-03,,,
2068,Kepler-281,Transit,2,36.33737300,0.215000,,,,15.773,5723.00,0.98,0.90,2014-05-14,Kepler-281 c,,,,5.310,2014,http://exoplanet.eu/catalog/kepler-281_c/,http://exoplanets.org/detail/Kepler-281_c,2014-03,,,
2069,Kepler-282,Transit,4,9.22052400,0.082000,,,,15.204,5602.00,0.97,0.90,2014-05-14,Kepler-282 b,,,,1.010,2014,http://exoplanet.eu/catalog/kepler-282_b/,http://exoplanets.org/detail/Kepler-282_b,2014-03,,,
2070,Kepler-282,Transit,4,13.63872300,0.106000,,,,15.204,5602.00,0.97,0.90,2014-05-14,Kepler-282 c,,,,1.200,2014,http://exoplanet.eu/catalog/kepler-282_c/,http://exoplanets.org/detail/Kepler-282_c,2014-03,,,
2071,Kepler-282,Transit,4,24.80600000,,,,,15.204,5602.00,0.97,0.90,2014-05-14,Kepler-282 d,,,61.00000,2.460,2013,http://exoplanet.eu/catalog/kepler-282_d/,,2014-02,,,
2072,Kepler-282,Transit,4,44.34700000,,,,,15.204,5602.00,0.97,0.90,2014-05-14,Kepler-282 e,,,56.20000,3.100,2013,http://exoplanet.eu/catalog/kepler-282_e/,,2014-02,,,
2073,Kepler-283,Transit,2,11.00815100,0.082000,,,,15.847,4351.00,,0.57,2014-05-14,Kepler-283 b,,,,2.130,2014,http://exoplanet.eu/catalog/kepler-283_b/,http://exoplanets.org/detail/Kepler-283_b,2014-03,,,
2074,Kepler-283,Transit,2,92.74371100,0.341000,,,,15.847,4351.00,,0.57,2014-05-14,Kepler-283 c,,,,1.820,2014,http://exoplanet.eu/catalog/kepler-283_c/,http://exoplanets.org/detail/Kepler-283_c,2014-03,,,
2075,Kepler-284,Transit,2,12.69914900,0.104000,,,,15.824,5615.00,,0.81,2014-05-14,Kepler-284 b,,,,2.240,2014,http://exoplanet.eu/catalog/kepler-284_b/,http://exoplanets.org/detail/Kepler-284_b,2014-03,,,
2076,Kepler-284,Transit,2,37.51445600,0.213000,,,,15.824,5615.00,,0.81,2014-05-14,Kepler-284 c,,,,2.610,2014,http://exoplanet.eu/catalog/kepler-284_c/,http://exoplanets.org/detail/Kepler-284_c,2014-03,,,
2077,Kepler-285,Transit,2,2.63386700,0.036000,,,,15.173,5411.00,0.85,0.81,2014-05-14,Kepler-285 b,,,,1.340,2014,http://exoplanet.eu/catalog/kepler-285_b/,http://exoplanets.org/detail/Kepler-285_b,2014-03,,,
2078,Kepler-285,Transit,2,6.18667600,0.064000,,,,15.173,5411.00,0.85,0.81,2014-05-14,Kepler-285 c,,,,1.120,2014,http://exoplanet.eu/catalog/kepler-285_c/,http://exoplanets.org/detail/Kepler-285_c,2014-03,,,
2079,Kepler-286,Transit,4,1.79630200,0.027000,,,,15.587,5580.00,,0.86,2014-05-14,Kepler-286 b,,,,1.240,2014,http://exoplanet.eu/catalog/kepler-286_b/,http://exoplanets.org/detail/Kepler-286_b,2014-03,,,
2080,Kepler-286,Transit,4,3.46809500,0.042000,,,,15.587,5580.00,,0.86,2014-05-14,Kepler-286 c,,,,1.370,2014,http://exoplanet.eu/catalog/kepler-286_c/,http://exoplanets.org/detail/Kepler-286_c,2014-03,,,
2081,Kepler-286,Transit,4,5.91432300,0.061000,,,,15.587,5580.00,,0.86,2014-05-14,Kepler-286 d,,,,1.330,2014,http://exoplanet.eu/catalog/kepler-286_d/,http://exoplanets.org/detail/Kepler-286_d,2014-03,,,
2082,Kepler-286,Transit,4,29.22128900,0.176000,,,,15.587,5580.00,,0.86,2014-05-14,Kepler-286 e,,,,1.770,2014,http://exoplanet.eu/catalog/kepler-286_e/,http://exoplanets.org/detail/Kepler-286_e,2014-03,,,
2083,Kepler-287,Transit,2,20.34219900,0.145000,,,,14.775,5806.00,,1.03,2014-05-14,Kepler-287 b,,,,2.330,2014,http://exoplanet.eu/catalog/kepler-287_b/,http://exoplanets.org/detail/Kepler-287_b,2014-03,,,
2084,Kepler-287,Transit,2,44.85189600,0.246000,,,,14.775,5806.00,,1.03,2014-05-14,Kepler-287 c,,,,3.260,2014,http://exoplanet.eu/catalog/kepler-287_c/,http://exoplanets.org/detail/Kepler-287_c,2014-03,,,
2085,Kepler-288,Transit,3,6.09732600,0.065000,,,,15.151,5918.00,0.89,1.09,2014-05-14,Kepler-288 b,,,,1.670,2014,http://exoplanet.eu/catalog/kepler-288_b/,http://exoplanets.org/detail/Kepler-288_b,2014-03,,,
2086,Kepler-288,Transit,3,19.30577200,0.140000,,,,15.151,5918.00,0.89,1.09,2014-05-14,Kepler-288 c,,,,2.850,2014,http://exoplanet.eu/catalog/kepler-288_c/,http://exoplanets.org/detail/Kepler-288_c,2014-03,,,
2087,Kepler-288,Transit,3,56.63374200,0.287000,,,,15.151,5918.00,0.89,1.09,2014-05-14,Kepler-288 d,,,,2.670,2014,http://exoplanet.eu/catalog/kepler-288_d/,http://exoplanets.org/detail/Kepler-288_d,2014-03,,,
2088,Kepler-289,Transit,3,34.54500000,0.210000,,4.10000,700.00,13.956,5990.00,1.08,1.00,2014-11-19,Kepler-289 b,,,7.30000,2.150,2014,http://exoplanet.eu/catalog/kepler-289_b/,http://exoplanets.org/detail/Kepler-289_b,2014-03,,,0.061
2089,Kepler-289,Transit,3,125.85180000,0.510000,,0.47000,700.00,13.956,5990.00,1.08,1.00,2014-11-19,Kepler-289 c,,,132.00000,11.590,2014,http://exoplanet.eu/catalog/kepler-289_c/,http://exoplanets.org/detail/Kepler-289_c,2014-03,,,0.061
2090,Kepler-289,Transit,3,66.06340000,0.330000,,1.20000,700.00,13.956,5990.00,1.08,1.00,2014-11-19,Kepler-289 d,,,4.00000,2.680,2014,http://exoplanet.eu/catalog/kepler-289_d/,,2014-11,,,0.061
2091,Kepler-29,Transit,2,10.33840000,,,0.65000,1400.00,15.282,5701.00,0.98,0.93,2016-04-07,Kepler-29 b,,96.00,4.51000,3.350,2011,http://exoplanet.eu/catalog/kepler-29_b/,http://exoplanets.org/detail/Kepler-29_b,2012-05,,,
2092,Kepler-29,Transit,2,13.28840000,,,0.70000,1400.00,15.282,5701.00,0.98,0.93,2016-04-07,Kepler-29 c,,69.00,4.00000,3.140,2011,http://exoplanet.eu/catalog/kepler-29_c/,http://exoplanets.org/detail/Kepler-29_c,2012-05,,,
2093,Kepler-290,Transit,2,14.58934700,0.110000,,,,15.596,5147.00,,0.74,2014-05-14,Kepler-290 b,,,,2.250,2014,http://exoplanet.eu/catalog/kepler-290_b/,http://exoplanets.org/detail/Kepler-290_b,2014-03,,,
2094,Kepler-290,Transit,2,36.77031000,0.205000,,,,15.596,5147.00,,0.74,2014-05-14,Kepler-290 c,,,,2.700,2014,http://exoplanet.eu/catalog/kepler-290_c/,http://exoplanets.org/detail/Kepler-290_c,2014-03,,,
2095,Kepler-291,Transit,2,3.54651100,0.047000,,,,15.934,6002.00,1.03,1.02,2014-05-14,Kepler-291 b,,,,2.160,2014,http://exoplanet.eu/catalog/kepler-291_b/,http://exoplanets.org/detail/Kepler-291_b,2014-03,,,
2096,Kepler-291,Transit,2,5.70078600,0.065000,,,,15.934,6002.00,1.03,1.02,2014-05-14,Kepler-291 c,,,,1.880,2014,http://exoplanet.eu/catalog/kepler-291_c/,http://exoplanets.org/detail/Kepler-291_c,2014-03,,,
2097,Kepler-292,Transit,5,2.58082700,0.035000,,,,15.956,5299.00,0.88,0.83,2014-05-14,Kepler-292 b,,,,1.320,2014,http://exoplanet.eu/catalog/kepler-292_b/,http://exoplanets.org/detail/Kepler-292_b,2014-03,,,
2098,Kepler-292,Transit,5,3.71533500,0.045000,,,,15.956,5299.00,0.88,0.83,2014-05-14,Kepler-292 c,,,,1.470,2014,http://exoplanet.eu/catalog/kepler-292_c/,http://exoplanets.org/detail/Kepler-292_c,2014-03,,,
2099,Kepler-292,Transit,5,7.05567900,0.068000,,,,15.956,5299.00,0.88,0.83,2014-05-14,Kepler-292 d,,,,2.230,2014,http://exoplanet.eu/catalog/kepler-292_d/,http://exoplanets.org/detail/Kepler-292_d,2014-03,,,
2100,Kepler-292,Transit,5,11.97901000,0.097000,,,,15.956,5299.00,0.88,0.83,2014-05-14,Kepler-292 e,,,,2.670,2014,http://exoplanet.eu/catalog/kepler-292_e/,http://exoplanets.org/detail/Kepler-292_e,2014-03,,,
2101,Kepler-292,Transit,5,20.83423700,0.141000,,,,15.956,5299.00,0.88,0.83,2014-05-14,Kepler-292 f,,,,2.350,2014,http://exoplanet.eu/catalog/kepler-292_f/,http://exoplanets.org/detail/Kepler-292_f,2014-03,,,
2102,Kepler-293,Transit,2,19.25419600,0.144000,,,,15.368,5804.00,1.01,0.96,2014-05-14,Kepler-293 b,,,,3.070,2014,http://exoplanet.eu/catalog/kepler-293_b/,http://exoplanets.org/detail/Kepler-293_b,2014-03,,,
2103,Kepler-293,Transit,2,54.15574300,0.286000,,,,15.368,5804.00,1.01,0.96,2014-05-14,Kepler-293 c,,,,3.830,2014,http://exoplanet.eu/catalog/kepler-293_c/,http://exoplanets.org/detail/Kepler-293_c,2014-03,,,
2104,Kepler-294,Transit,2,3.70121200,0.048000,,,,15.843,5913.00,,0.98,2014-05-14,Kepler-294 b,,,,1.770,2014,http://exoplanet.eu/catalog/kepler-294_b/,http://exoplanets.org/detail/Kepler-294_b,2014-03,,,
2105,Kepler-294,Transit,2,6.62640000,0.071000,,,,15.843,5913.00,,0.98,2014-05-14,Kepler-294 c,,,,2.710,2014,http://exoplanet.eu/catalog/kepler-294_c/,http://exoplanets.org/detail/Kepler-294_c,2014-03,,,
2106,Kepler-295,Transit,3,12.64516400,0.099000,,,,14.447,5603.00,,0.90,2014-05-14,Kepler-295 b,,,,1.220,2014,http://exoplanet.eu/catalog/kepler-295_b/,http://exoplanets.org/detail/Kepler-295_b,2014-03,,,
2107,Kepler-295,Transit,3,21.52625800,0.142000,,,,14.447,5603.00,,0.90,2014-05-14,Kepler-295 c,,,,1.170,2014,http://exoplanet.eu/catalog/kepler-295_c/,http://exoplanets.org/detail/Kepler-295_c,2014-03,,,
2108,Kepler-295,Transit,3,33.88405400,0.192000,,,,14.447,5603.00,,0.90,2014-05-14,Kepler-295 d,,,,1.360,2014,http://exoplanet.eu/catalog/kepler-295_d/,http://exoplanets.org/detail/Kepler-295_d,2014-03,,,
2109,Kepler-296,Transit,5,10.86438400,0.079000,0.330000,,226.00,15.921,3740.00,0.50,0.48,2015-09-03,Kepler-296 b,,6.50,,1.610,2014,http://exoplanet.eu/catalog/kepler-296_b/,http://exoplanets.org/detail/Kepler-296_b,2014-03,,,
2110,Kepler-296,Transit,5,5.84163660,0.052100,0.330000,,226.00,15.921,3740.00,0.50,0.48,2015-09-03,Kepler-296 c,,14.80,,2.000,2014,http://exoplanet.eu/catalog/kepler-296_c/,http://exoplanets.org/detail/Kepler-296_c,2014-03,,,
2111,Kepler-296,Transit,5,19.85029100,0.118000,0.330000,,226.00,15.921,3740.00,0.50,0.48,2015-09-03,Kepler-296 d,,2.90,,2.090,2014,http://exoplanet.eu/catalog/kepler-296_d/,http://exoplanets.org/detail/Kepler-296_d,2014-03,,,
2112,Kepler-296,Transit,5,34.14211000,0.169000,0.330000,,226.00,15.921,3740.00,0.50,0.48,2015-09-03,Kepler-296 e,,1.41,,1.530,2014,http://exoplanet.eu/catalog/kepler-296_e/,http://exoplanets.org/detail/Kepler-296_e,2014-03,,,
2113,Kepler-296,Transit,5,63.33627000,0.255000,0.330000,,226.00,15.921,3740.00,0.50,0.48,2015-09-03,Kepler-296 f,,0.62,,1.800,2014,http://exoplanet.eu/catalog/kepler-296_f/,http://exoplanets.org/detail/Kepler-296_f,2014-03,,,
2114,Kepler-297,Transit,2,38.87182600,0.217000,,,,14.232,5619.00,,0.92,2014-05-14,Kepler-297 b,,,,2.870,2014,http://exoplanet.eu/catalog/kepler-297_b/,http://exoplanets.org/detail/Kepler-297_b,2014-03,,,
2115,Kepler-297,Transit,2,74.92013700,0.336000,,,,14.232,5619.00,,0.92,2014-05-14,Kepler-297 c,,,,6.540,2014,http://exoplanet.eu/catalog/kepler-297_c/,http://exoplanets.org/detail/Kepler-297_c,2014-03,,,
2116,Kepler-298,Transit,3,10.47546400,0.080000,,,,15.415,4465.00,0.65,0.58,2014-05-14,Kepler-298 b,,,,1.960,2014,http://exoplanet.eu/catalog/kepler-298_b/,http://exoplanets.org/detail/Kepler-298_b,2014-03,,,
2117,Kepler-298,Transit,3,22.92881000,0.136000,,,,15.415,4465.00,0.65,0.58,2014-05-14,Kepler-298 c,,,,1.930,2014,http://exoplanet.eu/catalog/kepler-298_c/,http://exoplanets.org/detail/Kepler-298_c,2014-03,,,
2118,Kepler-298,Transit,3,77.47363300,0.305000,,,,15.415,4465.00,0.65,0.58,2014-05-14,Kepler-298 d,,,,2.500,2014,http://exoplanet.eu/catalog/kepler-298_d/,http://exoplanets.org/detail/Kepler-298_d,2014-03,,,
2119,Kepler-299,Transit,4,2.92712800,0.040000,,,,15.017,5617.00,0.97,1.03,2014-05-14,Kepler-299 b,,,,1.320,2014,http://exoplanet.eu/catalog/kepler-299_b/,http://exoplanets.org/detail/Kepler-299_b,2014-03,,,
2120,Kepler-299,Transit,4,6.88587500,0.070000,,,,15.017,5617.00,0.97,1.03,2014-05-14,Kepler-299 c,,,,2.650,2014,http://exoplanet.eu/catalog/kepler-299_c/,http://exoplanets.org/detail/Kepler-299_c,2014-03,,,
2121,Kepler-299,Transit,4,15.05478600,0.118000,,,,15.017,5617.00,0.97,1.03,2014-05-14,Kepler-299 d,,,,1.860,2014,http://exoplanet.eu/catalog/kepler-299_d/,http://exoplanets.org/detail/Kepler-299_d,2014-03,,,
2122,Kepler-299,Transit,4,38.28548900,0.220000,,,,15.017,5617.00,0.97,1.03,2014-05-14,Kepler-299 e,,,,1.870,2014,http://exoplanet.eu/catalog/kepler-299_e/,http://exoplanets.org/detail/Kepler-299_e,2014-03,,,
2123,Kepler-30,Transit,3,29.33434000,0.180000,0.042000,1.02000,1400.00,15.403,5498.00,0.99,0.95,2014-05-14,Kepler-30 b,,,11.30000,3.900,2012,http://exoplanet.eu/catalog/kepler-30_b/,http://exoplanets.org/detail/Kepler-30_b,2012-07,,,
2124,Kepler-30,Transit,3,60.32310500,0.300000,0.011100,1.88000,1400.00,15.403,5498.00,0.99,0.95,2014-05-14,Kepler-30 c,,,640.00000,12.300,2012,http://exoplanet.eu/catalog/kepler-30_c/,http://exoplanets.org/detail/Kepler-30_c,2012-07,,,
2125,Kepler-30,Transit,3,143.34394000,0.500000,0.022000,0.19000,1400.00,15.403,5498.00,0.99,0.95,2014-05-14,Kepler-30 d,,,23.10000,8.800,2012,http://exoplanet.eu/catalog/kepler-30_d/,http://exoplanets.org/detail/Kepler-30_d,2012-07,,,
2126,Kepler-300,Transit,2,10.44634700,0.094000,,,,14.201,5986.00,0.94,0.90,2014-05-14,Kepler-300 b,,,,1.670,2014,http://exoplanet.eu/catalog/kepler-300_b/,http://exoplanets.org/detail/Kepler-300_b,2014-03,,,
2127,Kepler-300,Transit,2,40.71495500,0.232000,,,,14.201,5986.00,0.94,0.90,2014-05-14,Kepler-300 c,,,,2.250,2014,http://exoplanet.eu/catalog/kepler-300_c/,http://exoplanets.org/detail/Kepler-300_c,2014-03,,,
2128,Kepler-301,Transit,3,2.50855300,0.036000,,,,14.271,5815.00,0.91,0.90,2014-05-14,Kepler-301 b,,,,1.350,2014,http://exoplanet.eu/catalog/kepler-301_b/,http://exoplanets.org/detail/Kepler-301_b,2014-03,,,
2129,Kepler-301,Transit,3,5.41902600,0.060000,,,,14.271,5815.00,0.91,0.90,2014-05-14,Kepler-301 c,,,,1.350,2014,http://exoplanet.eu/catalog/kepler-301_c/,http://exoplanets.org/detail/Kepler-301_c,2014-03,,,
2130,Kepler-301,Transit,3,13.75124300,0.112000,,,,14.271,5815.00,0.91,0.90,2014-05-14,Kepler-301 d,,,,1.750,2014,http://exoplanet.eu/catalog/kepler-301_d/,http://exoplanets.org/detail/Kepler-301_d,2014-03,,,
2131,Kepler-302,Transit,2,30.18410400,0.193000,,,,15.505,5740.00,,1.22,2014-05-14,Kepler-302 b,,,,4.060,2014,http://exoplanet.eu/catalog/kepler-302_b/,http://exoplanets.org/detail/Kepler-302_b,2014-03,,,
2132,Kepler-302,Transit,2,127.28218400,0.503000,,,,15.505,5740.00,,1.22,2014-05-14,Kepler-302 c,,,,12.450,2014,http://exoplanet.eu/catalog/kepler-302_c/,http://exoplanets.org/detail/Kepler-302_c,2014-03,,,
2133,Kepler-303,Transit,2,1.93705500,0.024000,,,,14.390,3944.00,0.59,0.48,2014-05-14,Kepler-303 b,,,,0.890,2014,http://exoplanet.eu/catalog/kepler-303_b/,http://exoplanets.org/detail/Kepler-303_b,2014-03,,,
2134,Kepler-303,Transit,2,7.06114900,0.057000,,,,14.390,3944.00,0.59,0.48,2014-05-14,Kepler-303 c,,,,1.140,2014,http://exoplanet.eu/catalog/kepler-303_c/,http://exoplanets.org/detail/Kepler-303_c,2014-03,,,
2135,Kepler-304,Transit,4,3.29570900,0.039000,,,,14.840,4731.00,0.80,0.69,2014-05-14,Kepler-304 b,,,,2.860,2014,http://exoplanet.eu/catalog/kepler-304_b/,http://exoplanets.org/detail/Kepler-304_b,2014-03,,,
2136,Kepler-304,Transit,4,5.31594600,0.054000,,,,14.840,4731.00,0.80,0.69,2014-05-14,Kepler-304 c,,,,2.170,2014,http://exoplanet.eu/catalog/kepler-304_c/,http://exoplanets.org/detail/Kepler-304_c,2014-03,,,
2137,Kepler-304,Transit,4,9.65347100,0.080000,,,,14.840,4731.00,0.80,0.69,2014-05-14,Kepler-304 d,,,,2.750,2014,http://exoplanet.eu/catalog/kepler-304_d/,http://exoplanets.org/detail/Kepler-304_d,2014-03,,,
2138,Kepler-304,Transit,4,1.49914695,,,,,14.840,4731.00,0.80,0.69,2016-05-10,Kepler-304 e,,,,1.200,2016,http://exoplanet.eu/catalog/kepler-304_e/,,,,,
2139,Kepler-305,Transit,3,5.48700000,,,,,15.812,5100.00,0.76,0.79,2014-05-14,Kepler-305 b,,,10.50000,3.600,2013,http://exoplanet.eu/catalog/kepler-305_b/,,2014-02,,,
2140,Kepler-305,Transit,3,8.29100000,,,,,15.812,5100.00,0.76,0.79,2014-05-14,Kepler-305 c,,,6.00000,3.300,2013,http://exoplanet.eu/catalog/kepler-305_c/,,2014-02,,,
2141,Kepler-305,Transit,3,16.73866100,0.121000,,,,15.812,5100.00,0.76,0.79,2014-05-14,Kepler-305 d,,,,2.710,2014,http://exoplanet.eu/catalog/kepler-305_d/,http://exoplanets.org/detail/Kepler-305_d,2014-03,,,
2142,Kepler-306,Transit,4,4.64618600,0.050000,,,,15.565,4954.00,0.82,0.72,2014-05-14,Kepler-306 b,,,,1.520,2014,http://exoplanet.eu/catalog/kepler-306_b/,http://exoplanets.org/detail/Kepler-306_b,2014-03,,,
